artist_name,artist_id,album_title,album_id,explicit_tracks,release_date,album_uri
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,G.U.Y. (Remixes),7g0I1yuOwuaG8yb3BthcXr,True,2014-04-29,spotify:album:7g0I1yuOwuaG8yb3BthcXr
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Do What U Want,5R9DO1cXTOaw9p7nd2emkm,True,2013-10-21,spotify:album:5R9DO1cXTOaw9p7nd2emkm
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Applause (Remixes),0uhM1GVLWsxR5godcJNODq,False,2013-08-12,spotify:album:0uhM1GVLWsxR5godcJNODq
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Applause,63malDixGPiTk7xpdbRGYm,False,2013-01-01,spotify:album:63malDixGPiTk7xpdbRGYm
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Marry The Night (The Remixes),5NXcTEKQ7yFzzWGuRqY6eD,False,2011-12-20,spotify:album:5NXcTEKQ7yFzzWGuRqY6eD
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,A Very Gaga Holiday,0PbOMnMLse2JVIDSBq28Nj,False,2011-11-22,spotify:album:0PbOMnMLse2JVIDSBq28Nj
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Yoü And I (The Remixes),0xnrQsFcCZPNEcD5onimPV,False,2011-09-18,spotify:album:0xnrQsFcCZPNEcD5onimPV
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Black Excellence,2M0uVu8raVHe10xcRJGqC0,True,2020-06-19,spotify:album:2M0uVu8raVHe10xcRJGqC0
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Extravagant,73K04zctqNVNZJIPdkcmp2,True,2020-05-29,spotify:album:73K04zctqNVNZJIPdkcmp2
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Go Crazy,6Ysm6DfyJdkkNvEv9Fj95g,True,2020-05-22,spotify:album:6Ysm6DfyJdkkNvEv9Fj95g
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Project Baby,3yfaSP3ZKUX2llEjlpjjOy,True,2020-05-15,spotify:album:3yfaSP3ZKUX2llEjlpjjOy
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Set It Up,24IxPqzeCFJJMWThfP3Grb,True,2020-02-04,spotify:album:24IxPqzeCFJJMWThfP3Grb
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Bullshit,6gzkK2txDhhMQvKesN68fE,True,2020-01-21,spotify:album:6gzkK2txDhhMQvKesN68fE
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Still I Am,7B8WKsmMwur9p18Di5qvp2,True,2019-12-13,spotify:album:7B8WKsmMwur9p18Di5qvp2
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Windows (feat. Quavo & Tyga),2w9JCdib0uEXIyMlF8r2xe,True,2019-06-14,spotify:album:2w9JCdib0uEXIyMlF8r2xe
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Addicted To Ballin' (feat. ScHoolboy Q),6GVXAGgGFqnUHaSkGngv0b,True,2018-06-08,spotify:album:6GVXAGgGFqnUHaSkGngv0b
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Successful,76deTnYNa8NxblJuk8aY7A,True,2017-10-10,spotify:album:76deTnYNa8NxblJuk8aY7A
Kamaiyah,3XVpDdKav6C6zwlDXPhMEO,Mo Money Mo Problems,4cxEZzaYA9h5XHydiKB2Tk,False,2017-07-28,spotify:album:4cxEZzaYA9h5XHydiKB2Tk
The 1975,3mIj9lX2MWuHmhNCA7LSCW,Guys,6hCeYQHtWYdJelv8jbkDov,False,2020-05-13,spotify:album:6hCeYQHtWYdJelv8jbkDov
The 1975,3mIj9lX2MWuHmhNCA7LSCW,If You’re Too Shy (Let Me Know),3yP8qjvxER61axf20pFfAP,False,2020-04-23,spotify:album:3yP8qjvxER61axf20pFfAP
The 1975,3mIj9lX2MWuHmhNCA7LSCW,If You're Too Shy (Let Me Know) [Edit],327hbo0E1dK3xo2Xi9YNAc,False,2020-04-23,spotify:album:327hbo0E1dK3xo2Xi9YNAc
The 1975,3mIj9lX2MWuHmhNCA7LSCW,Jesus Christ 2005 God Bless America,5h2gHGAvkdm3sf2mtAE4Ub,False,2020-04-03,spotify:album:5h2gHGAvkdm3sf2mtAE4Ub
The 1975,3mIj9lX2MWuHmhNCA7LSCW,The Birthday Party,7i9fT4tqX4lDZq9Akhme7l,True,2020-02-19,spotify:album:7i9fT4tqX4lDZq9Akhme7l
The 1975,3mIj9lX2MWuHmhNCA7LSCW,Me & You Together Song,6RicVnt1SB39xCjG81RUDo,True,2020-01-16,spotify:album:6RicVnt1SB39xCjG81RUDo
The 1975,3mIj9lX2MWuHmhNCA7LSCW,Frail State Of Mind,1KAWoDpnecuSNHijVTrWxn,False,2019-10-24,spotify:album:1KAWoDpnecuSNHijVTrWxn
The 1975,3mIj9lX2MWuHmhNCA7LSCW,Frail State of Mind,3kBeyIaWg4FH9brngbX4E7,False,2019-10-24,spotify:album:3kBeyIaWg4FH9brngbX4E7
The 1975,3mIj9lX2MWuHmhNCA7LSCW,People,4CqlHgip2WIdvtqJ8BXMhW,True,2019-08-22,spotify:album:4CqlHgip2WIdvtqJ8BXMhW
The 1975,3mIj9lX2MWuHmhNCA7LSCW,The 1975,2wQFbgaiN2cJqTS7lvnS46,False,2019-07-24,spotify:album:2wQFbgaiN2cJqTS7lvnS46
The 1975,3mIj9lX2MWuHmhNCA7LSCW,It's Not Living (If It's Not With You),7bB1tH3BdrsBj2ZcZivpVe,False,2018-10-18,spotify:album:7bB1tH3BdrsBj2ZcZivpVe
The 1975,3mIj9lX2MWuHmhNCA7LSCW,Sincerity Is Scary,3DGnJNZmhsac4TuL7GSFFm,False,2018-09-13,spotify:album:3DGnJNZmhsac4TuL7GSFFm
The 1975,3mIj9lX2MWuHmhNCA7LSCW,TOOTIMETOOTIMETOOTIME,3YjDrcG2vJIRt6Sf5z0Mm0,False,2018-08-15,spotify:album:3YjDrcG2vJIRt6Sf5z0Mm0
Bibio,0qzzGu8qpbXYpzgV52wOFT,Oakmoss,4Aa3JGF2lglCgdsmUvmb0F,False,2020-06-10,spotify:album:4Aa3JGF2lglCgdsmUvmb0F
Bibio,0qzzGu8qpbXYpzgV52wOFT,Sleep On The Wing,2xA9ZCL5tdkPxSnvt8wGps,False,2020-05-05,spotify:album:2xA9ZCL5tdkPxSnvt8wGps
Bibio,0qzzGu8qpbXYpzgV52wOFT,WXAXRXP Session,4B03k9jpxaqGhKJ4UqO1Hb,False,2019-11-15,spotify:album:4B03k9jpxaqGhKJ4UqO1Hb
Bibio,0qzzGu8qpbXYpzgV52wOFT,Lovers Carvings (WXAXRXP Session),3evuEsc433n45snDYp7TOM,False,2019-09-23,spotify:album:3evuEsc433n45snDYp7TOM
Bibio,0qzzGu8qpbXYpzgV52wOFT,Lovers Carvings,2rCYAhFtBlk1mlgxDMayLp,False,2019-09-23,spotify:album:2rCYAhFtBlk1mlgxDMayLp
Bibio,0qzzGu8qpbXYpzgV52wOFT,The Art Of Living,1bGvb2L3wIPKsbwPBP6Ewc,False,2019-08-01,spotify:album:1bGvb2L3wIPKsbwPBP6Ewc
Bibio,0qzzGu8qpbXYpzgV52wOFT,Old Graffiti,40phn9ROeEnZZYBRRc8DoZ,False,2019-03-26,spotify:album:40phn9ROeEnZZYBRRc8DoZ
Bibio,0qzzGu8qpbXYpzgV52wOFT,Curls,0K7icRSPVQaKlSrQIYBlRG,False,2019-02-06,spotify:album:0K7icRSPVQaKlSrQIYBlRG
Bibio,0qzzGu8qpbXYpzgV52wOFT,PHANTOM BRICKWORKS (IV & V),1l1knEFlX7C6jlnZZSBecp,False,2018-11-09,spotify:album:1l1knEFlX7C6jlnZZSBecp
Bibio,0qzzGu8qpbXYpzgV52wOFT,A Trick of the Light (Bibio Remix),2M28jeE1aL53Y9HmvKdGLs,False,2018-09-17,spotify:album:2M28jeE1aL53Y9HmvKdGLs
Bibio,0qzzGu8qpbXYpzgV52wOFT,PHANTOM BRICKWORKS II (Edit),6DhJgrJVnwZKYqaUuJvVq6,False,2017-12-09,spotify:album:6DhJgrJVnwZKYqaUuJvVq6
Bibio,0qzzGu8qpbXYpzgV52wOFT,CAPEL CELYN,3ikh3qNX8bHmleP32tT0fU,False,2017-10-27,spotify:album:3ikh3qNX8bHmleP32tT0fU
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,ooh la la (feat. Greg Nice & DJ Premier),6HZoagwezp0pF9eCtG83Fu,True,2020-03-25,spotify:album:6HZoagwezp0pF9eCtG83Fu
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,yankee and the brave (ep. 4),5K7DBrRN1Zg0xwOE2xIw0r,True,2020-03-24,spotify:album:5K7DBrRN1Zg0xwOE2xIw0r
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,yankee and the brave,53r6NXjTceGlzZgs66brak,True,2020-03-24,spotify:album:53r6NXjTceGlzZgs66brak
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Kings & Queens,3T9VTI2Xv2CALwGC5AmaS3,True,2019-11-15,spotify:album:3T9VTI2Xv2CALwGC5AmaS3
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Let's Go (The Royal We),4mPoFkacMPrrMns3ClYGCz,True,2018-10-13,spotify:album:4mPoFkacMPrrMns3ClYGCz
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Stay Gold Remix,2tf2yofFE86UGiV73QilAS,True,2018-05-31,spotify:album:2tf2yofFE86UGiV73QilAS
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Run the Jewels (Baby Driver Dialogue Version),4dhlqFt3GmTjVNAaVoLidl,True,2018-04-13,spotify:album:4dhlqFt3GmTjVNAaVoLidl
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Kill Your Masters,7qNBGpnJKOkebduw7dExrq,True,2018-01-20,spotify:album:7qNBGpnJKOkebduw7dExrq
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Mean Demeanor,2iIoRrCuO2JGhcV9ftpZwU,True,2017-09-29,spotify:album:2iIoRrCuO2JGhcV9ftpZwU
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Down (Z Dot UK Remix),6mZulIjTczAP5QUsEuuDVs,False,2017-06-23,spotify:album:6mZulIjTczAP5QUsEuuDVs
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,Panther Like a Panther (Original Demo Version),5tZFLm2Z3Eod6hYllAR8T0,False,2017-06-02,spotify:album:5tZFLm2Z3Eod6hYllAR8T0
WILLOW,3rWZHrfrsPBxVy692yAIxF,Surrender (Krishna Keshava),467G9a0fnBoKOiITiShMUp,False,2020-05-15,spotify:album:467G9a0fnBoKOiITiShMUp
WILLOW,3rWZHrfrsPBxVy692yAIxF,Hey You!,1m416SQChlc5QbGHIogg3b,True,2020-02-28,spotify:album:1m416SQChlc5QbGHIogg3b
WILLOW,3rWZHrfrsPBxVy692yAIxF,Romance,44JA1LytG3PtWqOFaFAZNW,False,2017-10-27,spotify:album:44JA1LytG3PtWqOFaFAZNW
WILLOW,3rWZHrfrsPBxVy692yAIxF,F Q-C # 7,0OWSHrs8YOoIA6yEZ8m2kz,False,2015-01-01,spotify:album:0OWSHrs8YOoIA6yEZ8m2kz
WILLOW,3rWZHrfrsPBxVy692yAIxF,3,5cAJxOFxRwXkCihLMQJYtl,False,2014-11-11,spotify:album:5cAJxOFxRwXkCihLMQJYtl
WILLOW,3rWZHrfrsPBxVy692yAIxF,Whip My Hair,2RQeZABxfNPeYpLPglJ56h,False,2010-10-26,spotify:album:2RQeZABxfNPeYpLPglJ56h
Rezz,4aKdmOXdUKX07HVd3sGgzw,Someone Else,43PrBCExe9DKwdI9TJKAtc,False,2020-04-08,spotify:album:43PrBCExe9DKwdI9TJKAtc
Rezz,4aKdmOXdUKX07HVd3sGgzw,Into The Abyss,0iPD7Qr7nagkhzLUN9JQek,False,2020-02-19,spotify:album:0iPD7Qr7nagkhzLUN9JQek
Rezz,4aKdmOXdUKX07HVd3sGgzw,Hell on Earth,6yNq56Py7PppTGP5HueKcP,False,2019-12-03,spotify:album:6yNq56Py7PppTGP5HueKcP
Rezz,4aKdmOXdUKX07HVd3sGgzw,Criminals,7siYIqRpvHVVUyJlMnOTij,False,2019-10-31,spotify:album:7siYIqRpvHVVUyJlMnOTij
Rezz,4aKdmOXdUKX07HVd3sGgzw,Beyond the Senses,6JQG5HNtGjmLoCoEfub3ch,False,2019-07-24,spotify:album:6JQG5HNtGjmLoCoEfub3ch
Rezz,4aKdmOXdUKX07HVd3sGgzw,Kiss of Death,3ton6ontuniRSiWGfY46G9,False,2019-07-12,spotify:album:3ton6ontuniRSiWGfY46G9
Rezz,4aKdmOXdUKX07HVd3sGgzw,Falling,1wzpIeYxCGjZ7yze3IHCJE,False,2019-06-12,spotify:album:1wzpIeYxCGjZ7yze3IHCJE
Rezz,4aKdmOXdUKX07HVd3sGgzw,Dark Age,3uK6Rl8lpE8vxuiNrgwqiE,False,2019-05-15,spotify:album:3uK6Rl8lpE8vxuiNrgwqiE
Rezz,4aKdmOXdUKX07HVd3sGgzw,Mixed Signals,6p6nQDOigGebNcarqElr9x,False,2018-12-14,spotify:album:6p6nQDOigGebNcarqElr9x
Rezz,4aKdmOXdUKX07HVd3sGgzw,Flying Octopus,3NvNz3ojVWmeOxiEeiXeuB,False,2018-07-20,spotify:album:3NvNz3ojVWmeOxiEeiXeuB
Rezz,4aKdmOXdUKX07HVd3sGgzw,H E X,3kAbfZkiSLBuOR09kvqAM7,False,2018-06-29,spotify:album:3kAbfZkiSLBuOR09kvqAM7
Rezz,4aKdmOXdUKX07HVd3sGgzw,Witching Hour,2WhqNsN0PQLrUCZ19ccD0s,False,2018-06-04,spotify:album:2WhqNsN0PQLrUCZ19ccD0s
Rezz,4aKdmOXdUKX07HVd3sGgzw,Clear (REZZ Remix),1lkw4xXoiLKkiXLYEhwppX,False,2017-05-26,spotify:album:1lkw4xXoiLKkiXLYEhwppX
Rezz,4aKdmOXdUKX07HVd3sGgzw,I,3Zj9V9OieY86caedlUDO6P,False,2017-03-18,spotify:album:3Zj9V9OieY86caedlUDO6P
Rezz,4aKdmOXdUKX07HVd3sGgzw,Fourth Impact,15Azlfz9TWGHgLNefLMbsf,False,2017-02-03,spotify:album:15Azlfz9TWGHgLNefLMbsf
Rezz,4aKdmOXdUKX07HVd3sGgzw,Something Wrong Here,1GJU08DeMaBYe1GmQrEQNg,False,2016-10-07,spotify:album:1GJU08DeMaBYe1GmQrEQNg
Rezz,4aKdmOXdUKX07HVd3sGgzw,Purple Gusher,7eSUFimLZBum3gNtwdSsxR,False,2016-09-29,spotify:album:7eSUFimLZBum3gNtwdSsxR
Rezz,4aKdmOXdUKX07HVd3sGgzw,Alien,7nqGQcjHxVpuKPvyK72afp,False,2016-08-26,spotify:album:7nqGQcjHxVpuKPvyK72afp
Rezz,4aKdmOXdUKX07HVd3sGgzw,The Silence Is Deafening,52vZKQID1SqrbDnzE0Je5K,False,2016-01-22,spotify:album:52vZKQID1SqrbDnzE0Je5K
Rezz,4aKdmOXdUKX07HVd3sGgzw,Insurrection,2bKLRbbXsiZbTWMDHa6AkB,False,2015-07-20,spotify:album:2bKLRbbXsiZbTWMDHa6AkB
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Nymphs I,2OpwtMxpU6uxhgcSsZ5Thx,False,2015-11-13,spotify:album:2OpwtMxpU6uxhgcSsZ5Thx
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Fight (Nymphs IV),6snDgk7ns1aFPzYW0LW2ZL,False,2015-10-07,spotify:album:6snDgk7ns1aFPzYW0LW2ZL
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Nymphs III,4L33HnORfbu10k2Tm08est,False,2015-06-29,spotify:album:4L33HnORfbu10k2Tm08est
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Nymphs II,3qz7j0npF1HjpPE9mKrwYR,False,2015-05-11,spotify:album:3qz7j0npF1HjpPE9mKrwYR
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,"Sunset of a Clown, Vol. 2",5I3jdFxgqBHzfhMHiyB5PS,False,2013-07-01,spotify:album:5I3jdFxgqBHzfhMHiyB5PS
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,"Sunset of a Clown, Vol. 1",4Aqg4hxJXm2X04PbrlqPHC,False,2013-07-01,spotify:album:4Aqg4hxJXm2X04PbrlqPHC
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Brian Eno x Nicolas Jaar x Grizzly Bear,4KW8NHJ90NQZOOpYHPghHT,False,2013-05-06,spotify:album:4KW8NHJ90NQZOOpYHPghHT
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,"Remixes, Vol. 1",0vgMUpWBQoL0KzO2MXUxwz,False,2011-06-20,spotify:album:0vgMUpWBQoL0KzO2MXUxwz
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Wouh,5y2quZscOEyafgvAQa0i7Z,False,2011-01-03,spotify:album:5y2quZscOEyafgvAQa0i7Z
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Love You Gotta Lose Again,7LynW34WeaK5c032H9blp3,False,2010-09-17,spotify:album:7LynW34WeaK5c032H9blp3
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Marks / Angles,7AcKY91SgmJmVJS31A6nrH,False,2010-06-28,spotify:album:7AcKY91SgmJmVJS31A6nrH
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Russian Dolls,0nVjsqlrGXB6otGgpE9SRw,False,2010-05-03,spotify:album:0nVjsqlrGXB6otGgpE9SRw
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Time for Us,1b6TEbqt3BVA43BtMnL7Yk,False,2010-01-25,spotify:album:1b6TEbqt3BVA43BtMnL7Yk
Nicolas Jaar,5a0etAzO5V26gvlbmHzT9W,Aphrika,1ZpVjwAe1u9gAO5ZPkgvLE,False,2009-02-16,spotify:album:1ZpVjwAe1u9gAO5ZPkgvLE
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Twisted,4HTyUSfbrnXue5dsAxmqHk,False,2020-04-28,spotify:album:4HTyUSfbrnXue5dsAxmqHk
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Only the Truth,4BLwFJqMPMaIgc7bLHSCoS,False,2020-04-07,spotify:album:4BLwFJqMPMaIgc7bLHSCoS
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Part of It,7w0GhyvYJG1pqcIb46Nwe5,False,2020-03-24,spotify:album:7w0GhyvYJG1pqcIb46Nwe5
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Bed of Nails,2KR5OgJQ6lv15ue5Sjf80D,False,2020-02-14,spotify:album:2KR5OgJQ6lv15ue5Sjf80D
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Witchsickness,7sF8NmEvmSKTZWiucC2eej,False,2019-10-04,spotify:album:7sF8NmEvmSKTZWiucC2eej
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Hopelessness Has Done Nothing for Me,6vSMoW1ABXrsTOOyDEFbBM,False,2018-01-26,spotify:album:6vSMoW1ABXrsTOOyDEFbBM
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Inreverse,1JMl2M2s2OXOD8ziEg02e1,False,2018-01-12,spotify:album:1JMl2M2s2OXOD8ziEg02e1
Johanna Warren,2K5c4N7j15hUwrvv0ejlvV,Here to Tell,4dgjio0BtcoxlPLrWEFySE,False,2017-11-10,spotify:album:4dgjio0BtcoxlPLrWEFySE
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,Five and Dime,4S7irzZ7R583E954ifG4cz,False,2020-04-07,spotify:album:4S7irzZ7R583E954ifG4cz
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,Combat,7zrsnUosS2q0C4A8V8GcUN,False,2020-03-04,spotify:album:7zrsnUosS2q0C4A8V8GcUN
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,Off My Mind,08iltBlZ0t80GiNVtifWq7,False,2020-01-29,spotify:album:08iltBlZ0t80GiNVtifWq7
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,Shaking,2lA7VQEUFBDGoUF2QgN51f,False,2019-11-07,spotify:album:2lA7VQEUFBDGoUF2QgN51f
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,Hazel English on Audiotree Live,3KGTzrm6EQeBU1BmbQBwsF,False,2017-11-30,spotify:album:3KGTzrm6EQeBU1BmbQBwsF
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,PDA,42ZKdUu64dbiZuFMraJaw5,False,2017-11-17,spotify:album:42ZKdUu64dbiZuFMraJaw5
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Iron Worrier,3z3zEbiGBKYfvKFRORQTS9,False,2020-05-21,spotify:album:3z3zEbiGBKYfvKFRORQTS9
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Alisa (Remastered),714c7vTMUjdaOs8u5XvH7w,False,2020-03-17,spotify:album:714c7vTMUjdaOs8u5XvH7w
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Gray Sunset (Remastered),1bItRLqjqsy5TwwKKS9l8B,False,2020-03-17,spotify:album:1bItRLqjqsy5TwwKKS9l8B
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Crybaby (Remastered),5CELCfp3rHF5l8CspKMZF6,False,2020-02-18,spotify:album:5CELCfp3rHF5l8CspKMZF6
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Bolivian Soldier,4sGdxea7QUwfYUytheYFHL,False,2019-09-26,spotify:album:4sGdxea7QUwfYUytheYFHL
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,My Molly,4llZUno5YwwEKSj9cs5z2U,False,2019-09-26,spotify:album:4llZUno5YwwEKSj9cs5z2U
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Pink Stuff (Ariel Pink Remix),2zgmsTMaEbj0GN7ailSBRJ,False,2019-09-06,spotify:album:2zgmsTMaEbj0GN7ailSBRJ
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Pink Stuff,0SHDcJOJBHp3VGot6A8JMS,False,2019-09-06,spotify:album:0SHDcJOJBHp3VGot6A8JMS
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,So Glad,3Wk2pO9Wg3xlmEOrsqH8RW,False,2019-08-06,spotify:album:3Wk2pO9Wg3xlmEOrsqH8RW
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Stray Here With You,0YIYtlnJ6oWGsKG6ZGhsw7,False,2019-08-06,spotify:album:0YIYtlnJ6oWGsKG6ZGhsw7
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Stray Here with You,0xmsh1HxVWjqLDWfm0Cysf,False,2019-08-06,spotify:album:0xmsh1HxVWjqLDWfm0Cysf
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Suburban Junky Lady (Ariel Pink Remix),0aKNbMEDdCr8Q08hve3jzs,False,2019-07-31,spotify:album:0aKNbMEDdCr8Q08hve3jzs
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Hang on to Life,6Z4mKqtjleK074WyfH8etb,False,2018-07-26,spotify:album:6Z4mKqtjleK074WyfH8etb
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,No Real Friend,7mHYTQyjqm45JByTELfhr1,False,2018-07-26,spotify:album:7mHYTQyjqm45JByTELfhr1
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Feels Like Heaven,5jDWjrQiy62STwNqyH6Ov9,False,2017-08-15,spotify:album:5jDWjrQiy62STwNqyH6Ov9
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Time to Live,0IR0BheinUZO0AA3xW9prk,False,2017-07-11,spotify:album:0IR0BheinUZO0AA3xW9prk
Ariel Pink,5H0YoDsPDi9fObFmJtTjfN,Another Weekend,43diq1YPFUe8AkWakU8ppd,False,2017-06-07,spotify:album:43diq1YPFUe8AkWakU8ppd
Crime Mob,5A7d4sfe5ZY1RRf90zlUeo,Brush Me Off (Radio Edit) [Original],3WVRaNED8XcRdrX1O7AMEq,False,2018-12-07,spotify:album:3WVRaNED8XcRdrX1O7AMEq
Crime Mob,5A7d4sfe5ZY1RRf90zlUeo,Can't Get Anuff (Original),08EzhxA9fGXSFl6cXw5y1l,False,2018-12-07,spotify:album:08EzhxA9fGXSFl6cXw5y1l
Crime Mob,5A7d4sfe5ZY1RRf90zlUeo,She Sum Rip (Original),6lFmTyPLcJ4yrh43VfzOO0,False,2018-12-07,spotify:album:6lFmTyPLcJ4yrh43VfzOO0
Crime Mob,5A7d4sfe5ZY1RRf90zlUeo,Call It Like You Wanna - Single,2I1C35B8NgZWTJ7DoONqiX,True,2013-09-24,spotify:album:2I1C35B8NgZWTJ7DoONqiX
Crime Mob,5A7d4sfe5ZY1RRf90zlUeo,Call It Like You Wanna (Clean) - Single,22knVocLfg0kRBrknjqMI8,False,2013-09-24,spotify:album:22knVocLfg0kRBrknjqMI8
Crime Mob,5A7d4sfe5ZY1RRf90zlUeo,Stilettos [Pumps] (DMD Maxi),106N0FDMs3E28dMYerz9CU,False,2007-08-14,spotify:album:106N0FDMs3E28dMYerz9CU
